INSERT INTO purchases (purchase_date, price, supplier_id, emp_id) VALUES
('2024-06-10', 6169177, 10, 22),
('2025-08-12', 6583131, 16, 27),
('2023-01-17', 3016254, 5, 12),
('2023-08-25', 5860638, 1, 23),
('2024-08-21', 7741442, 4, 14),
('2024-03-08', 6406155, 2, 14),
('2025-12-08', 8343951, 7, 3),
('2024-02-25', 9957866, 20, 2),
('2024-02-27', 3700540, 11, 8),
('2024-12-22', 4933800, 6, 10),
('2022-10-09', 989682, 8, 16),
('2024-06-05', 1164273, 7, 27),
('2023-11-30', 1360820, 10, 20),
('2025-09-05', 6638447, 12, 2),
('2025-06-17', 1521548, 14, 1),
('2024-02-22', 7761240, 3, 22),
('2023-10-19', 2062306, 2, 5),
('2025-10-28', 9848443, 8, 29),
('2022-10-02', 3297595, 20, 30),
('2025-04-09', 9473866, 20, 14),
('2025-04-07', 4370917, 16, 1),
('2022-07-18', 1155880, 19, 8),
('2023-06-01', 745460, 13, 14),
('2025-01-22', 1189818, 2, 28),
('2022-03-23', 1826601, 7, 13),
('2022-08-04', 7796488, 6, 26),
('2024-12-26', 2647254, 20, 18),
('2025-07-20', 4524711, 11, 17),
('2025-04-16', 4232706, 12, 12),
('2023-04-14', 1404932, 14, 10),
('2025-12-16', 1268991, 3, 28),
('2025-02-12', 9046398, 4, 6),
('2022-06-12', 6133819, 14, 16),
('2022-02-06', 5675216, 17, 1),
('2024-03-30', 4640265, 15, 23),
('2024-12-09', 7023450, 10, 29),
('2022-05-23', 6967826, 15, 17),
('2024-06-08', 7323624, 5, 1),
('2024-10-14', 1633140, 10, 29),
('2023-10-25', 4049406, 17, 26),
('2023-12-06', 1902549, 5, 24),
('2025-06-07', 6869285, 15, 13),
('2023-08-14', 8659592, 9, 4),
('2022-03-27', 7432421, 1, 1),
('2025-11-09', 6213566, 18, 6),
('2025-10-09', 6228316, 18, 18),
('2022-07-10', 2445443, 2, 27),
('2023-10-25', 6599082, 12, 29),
('2022-02-01', 6757182, 6, 3),
('2023-09-06', 8440405, 2, 1),
('2022-09-19', 2611767, 3, 26),
('2023-09-03', 6031276, 16, 5),
('2025-08-13', 9003330, 17, 24),
('2024-08-25', 9320795, 3, 13),
('2024-11-25', 2496678, 4, 22),
('2023-09-22', 3632519, 10, 3),
('2024-01-12', 2814869, 8, 13),
('2024-04-10', 4528589, 6, 13),
('2025-01-17', 9453581, 12, 30),
('2022-08-04', 7310649, 4, 27),
('2024-10-25', 9748058, 19, 30),
('2023-11-04', 8022206, 7, 20),
('2025-02-07', 6713841, 16, 18),
('2022-12-09', 9925094, 14, 19),
('2022-11-01', 9758246, 11, 20),
('2025-09-01', 8060323, 4, 13),
('2024-04-14', 4094102, 1, 30),
('2024-07-02', 839963, 13, 19),
('2024-06-26', 8614260, 8, 15),
('2024-08-03', 8039087, 11, 27),
('2024-06-08', 9383273, 7, 10),
('2022-12-05', 2658698, 7, 8),
('2023-01-03', 1394828, 12, 15),
('2024-02-14', 6368858, 11, 6),
('2025-06-08', 3693252, 16, 23),
('2024-11-03', 5911290, 19, 23),
('2023-10-10', 2215609, 13, 2),
('2022-04-05', 4355155, 19, 11),
('2025-09-10', 4802680, 11, 21),
('2024-05-08', 1838329, 17, 8),
('2025-04-04', 5755980, 6, 2),
('2024-01-11', 4580597, 4, 30),
('2023-05-25', 3529269, 5, 16),
('2025-05-04', 4795351, 4, 11),
('2022-10-08', 9892027, 5, 27),
('2024-06-11', 9586696, 11, 3),
('2022-10-14', 8673732, 5, 6),
('2025-08-09', 5103036, 20, 19),
('2022-09-06', 898266, 13, 12),
('2024-04-09', 7580700, 14, 6),
('2022-04-25', 9789970, 1, 5),
('2022-09-17', 1934544, 5, 7),
('2024-03-14', 1935017, 14, 16),
('2022-04-16', 8279491, 13, 11),
('2023-01-24', 4998449, 3, 7),
('2023-02-13', 8360885, 11, 23),
('2023-01-18', 5136330, 18, 14),
('2025-07-29', 5213269, 17, 11),
('2023-04-06', 1077507, 20, 6),
('2024-11-23', 5779870, 16, 30),
('2025-08-23', 5706339, 6, 5),
('2024-09-11', 3185839, 9, 7),
('2024-07-06', 2189856, 5, 12),
('2023-12-13', 513908, 7, 22),
('2024-09-21', 1617829, 8, 6),
('2024-08-14', 9356326, 13, 14),
('2023-04-01', 7401148, 13, 21),
('2024-12-14', 1234724, 19, 29),
('2022-08-13', 8226314, 12, 5),
('2025-07-16', 8735155, 3, 3),
('2025-10-27', 675775, 4, 13),
('2025-04-26', 4093600, 4, 4),
('2022-12-04', 2929619, 6, 11),
('2023-06-25', 7801381, 13, 18),
('2025-09-14', 5160220, 4, 15),
('2025-01-01', 1522624, 6, 30),
('2023-08-02', 4973959, 6, 15),
('2023-03-26', 6282977, 4, 19),
('2024-03-14', 6377579, 10, 4),
('2022-07-19', 5914545, 8, 14),
('2022-03-02', 2536854, 7, 10),
('2024-05-21', 5952894, 15, 17),
('2025-07-04', 8732426, 13, 14),
('2022-10-22', 2390470, 12, 18),
('2023-09-09', 3170469, 16, 28),
('2024-12-29', 1023875, 5, 22),
('2023-10-11', 5684388, 15, 6),
('2025-12-14', 7349380, 4, 27),
('2024-02-17', 8721470, 1, 24),
('2025-09-25', 4644406, 15, 4),
('2023-02-23', 4739089, 15, 26),
('2023-04-14', 3220732, 9, 17),
('2022-08-07', 811541, 18, 19),
('2022-10-05', 1010385, 1, 26),
('2022-06-28', 2240486, 18, 14),
('2025-09-02', 5449564, 9, 8),
('2025-08-17', 4167931, 4, 5),
('2023-05-05', 8390117, 10, 21),
('2025-05-01', 2559324, 1, 3),
('2022-01-03', 662446, 15, 13),
('2022-03-27', 5089022, 6, 18),
('2023-04-03', 8720046, 14, 24),
('2022-05-06', 3524956, 17, 22),
('2024-10-08', 7936737, 16, 22),
('2022-03-30', 1330441, 10, 27),
('2023-01-29', 7012123, 5, 18),
('2025-07-22', 4586511, 2, 6),
('2024-10-09', 806210, 4, 22),
('2025-04-10', 8126404, 19, 18),
('2023-11-14', 7218672, 12, 8),
('2024-08-12', 9479543, 12, 12),
('2024-11-23', 9872585, 2, 5),
('2024-02-28', 5386215, 6, 20),
('2022-12-07', 1603605, 18, 13),
('2022-05-06', 1516702, 1, 4),
('2024-08-11', 2846114, 13, 13),
('2022-07-12', 9419833, 1, 18),
('2025-04-19', 2921108, 14, 15),
('2023-07-18', 2505329, 14, 4),
('2022-05-05', 8189700, 17, 10),
('2022-04-30', 5861156, 2, 22),
('2024-03-09', 2954238, 10, 22),
('2022-03-08', 2937939, 20, 11),
('2024-06-27', 9869368, 16, 23),
('2022-07-30', 9739865, 9, 12),
('2023-11-30', 2218276, 5, 6),
('2025-11-24', 6545764, 2, 30),
('2024-02-15', 6351134, 16, 12),
('2023-07-27', 6217191, 10, 4),
('2024-10-06', 2307709, 10, 24),
('2022-09-11', 5005180, 6, 9),
('2023-02-02', 5176162, 2, 21),
('2023-04-07', 5685696, 18, 16),
('2025-04-01', 6242527, 6, 28),
('2024-05-23', 8541082, 17, 18),
('2023-12-20', 630563, 2, 13),
('2022-06-10', 5751385, 10, 15),
('2025-06-02', 6212951, 15, 3),
('2025-09-08', 5885242, 2, 16),
('2025-02-01', 6011910, 3, 7),
('2022-03-26', 2990301, 12, 3),
('2022-05-16', 8085756, 1, 17),
('2024-08-29', 1781352, 16, 13),
('2023-05-15', 2854836, 9, 17),
('2023-02-04', 7175369, 12, 18),
('2022-01-17', 5147887, 1, 29),
('2023-01-02', 2268902, 20, 30),
('2024-05-13', 3908763, 18, 20),
('2023-02-03', 3825910, 3, 12),
('2022-11-14', 7166416, 8, 11),
('2022-03-09', 2687583, 9, 13),
('2025-01-12', 2717325, 19, 26),
('2023-04-06', 8063108, 8, 4),
('2024-12-13', 538248, 9, 30),
('2025-04-17', 8488301, 13, 27),
('2022-02-05', 5581289, 14, 27),
('2023-02-08', 7949421, 6, 24),
('2022-02-03', 5044712, 15, 23),
('2022-06-27', 7818868, 18, 11),
('2025-02-04', 4619304, 17, 12),
('2025-11-26', 9692801, 8, 18),
('2023-05-01', 977897, 14, 5),
('2022-02-28', 6565019, 3, 21),
('2022-03-06', 3870605, 5, 6),
('2023-10-31', 9812046, 6, 6),
('2024-12-15', 6899618, 20, 5),
('2024-01-02', 3586782, 19, 3),
('2023-06-19', 5956544, 4, 24),
('2025-04-03', 4508063, 13, 7),
('2022-07-30', 604696, 9, 11),
('2023-04-23', 4246904, 15, 4),
('2022-07-13', 4003652, 11, 13),
('2023-07-19', 3108731, 15, 18),
('2025-08-02', 4145991, 4, 6),
('2022-07-11', 5175322, 11, 15),
('2023-07-04', 4573308, 8, 7),
('2023-08-17', 6767285, 1, 24),
('2022-08-17', 9538334, 18, 29),
('2025-12-29', 9158658, 11, 9),
('2023-11-16', 9502682, 7, 29),
('2024-10-26', 8219316, 19, 3),
('2022-04-12', 2077238, 12, 29),
('2022-10-16', 5828898, 7, 20),
('2024-07-12', 1576681, 5, 25),
('2022-06-22', 8842781, 15, 9),
('2025-07-10', 1497728, 4, 12),
('2022-01-04', 6561308, 1, 14),
('2025-07-21', 9379061, 8, 1),
('2024-02-04', 2845776, 10, 21),
('2022-12-26', 9981281, 14, 3),
('2024-11-16', 4043140, 14, 19),
('2023-08-16', 6105586, 8, 2),
('2022-09-07', 8114340, 8, 21),
('2023-02-20', 4671948, 2, 6),
('2023-02-17', 3108464, 20, 27),
('2025-09-11', 6564577, 19, 13),
('2022-05-24', 3752645, 8, 27),
('2022-01-30', 6352129, 13, 13),
('2023-08-28', 8191381, 17, 7),
('2023-08-27', 2691464, 3, 14),
('2023-07-10', 4569008, 10, 20),
('2024-01-19', 4126172, 10, 3),
('2022-05-20', 1085877, 16, 24),
('2025-05-05', 4420466, 6, 19),
('2024-02-16', 3512709, 1, 30),
('2022-06-30', 875381, 16, 15),
('2022-05-22', 3389244, 15, 22),
('2022-08-09', 4692558, 13, 6),
('2024-12-21', 1242969, 20, 22),
('2023-05-06', 8242270, 10, 21),
('2022-08-08', 4105566, 8, 5),
('2022-07-26', 4395923, 4, 21),
('2022-04-12', 4991609, 5, 13),
('2025-04-18', 1687185, 2, 18),
('2023-07-20', 5718013, 14, 3),
('2022-01-02', 4731216, 8, 18),
('2024-04-17', 9147836, 9, 28),
('2024-02-13', 2225949, 16, 20),
('2023-11-28', 3559521, 5, 23),
('2023-09-20', 8636412, 9, 10),
('2024-06-29', 3435064, 7, 6),
('2025-10-14', 8312862, 6, 13),
('2024-01-12', 4645302, 19, 18),
('2023-12-02', 7429434, 7, 12),
('2024-07-14', 1799034, 10, 17),
('2024-07-11', 4111342, 4, 14),
('2023-12-29', 4857453, 5, 4),
('2024-12-24', 1232842, 4, 8),
('2024-07-06', 1040964, 8, 19),
('2023-07-03', 543154, 14, 3),
('2024-07-17', 2620014, 9, 13),
('2024-03-07', 1876930, 10, 19),
('2022-05-04', 6599151, 5, 14),
('2022-12-04', 5565121, 8, 3),
('2022-04-09', 4100451, 20, 19),
('2023-07-07', 5827932, 7, 13),
('2024-12-08', 2844212, 12, 20),
('2025-07-04', 3584012, 15, 13),
('2023-10-23', 3938536, 7, 3),
('2025-05-24', 890706, 8, 7),
('2024-01-16', 3495313, 2, 24),
('2025-04-13', 5787201, 9, 4),
('2022-01-29', 8597653, 9, 29),
('2024-11-03', 604377, 14, 13),
('2022-12-24', 4637960, 18, 25),
('2025-04-19', 6625656, 12, 19),
('2023-09-25', 4935040, 8, 12),
('2023-10-16', 1287971, 3, 22),
('2024-10-01', 4710019, 10, 12),
('2022-09-06', 4190050, 19, 25),
('2022-01-23', 1834939, 8, 16),
('2023-11-15', 935685, 7, 9),
('2025-06-05', 1393311, 1, 26),
('2025-10-10', 5239572, 17, 7),
('2023-06-14', 4290524, 14, 25),
('2022-07-06', 4065869, 1, 4),
('2023-12-30', 4352275, 8, 24),
('2025-12-26', 1563484, 15, 17),
('2022-03-21', 1923919, 14, 22),
('2022-12-21', 2094586, 19, 13),
('2024-08-08', 8128483, 4, 5),
('2023-07-02', 7773212, 18, 7),
('2024-11-04', 4189377, 4, 4),
('2023-02-05', 745500, 16, 17),
('2023-04-27', 8085318, 17, 28),
('2025-05-14', 8011655, 15, 2),
('2022-05-16', 2622439, 15, 22),
('2023-03-19', 9290208, 5, 15),
('2025-07-09', 7415182, 10, 30),
('2024-09-17', 9381543, 6, 6),
('2025-03-21', 7638549, 13, 22),
('2024-06-01', 6234246, 14, 22),
('2023-08-26', 3372729, 11, 22),
('2022-11-11', 5539429, 1, 26),
('2024-06-30', 8709243, 2, 9),
('2025-07-23', 4612146, 13, 23),
('2025-03-05', 4902850, 10, 9),
('2022-12-19', 5655036, 18, 13),
('2025-02-07', 4736373, 20, 23),
('2022-02-16', 6471377, 11, 13),
('2023-05-21', 5452484, 7, 12),
('2025-10-24', 5019895, 11, 14),
('2023-09-10', 9245625, 6, 20),
('2023-05-31', 4156248, 17, 30),
('2023-04-18', 2630535, 11, 25),
('2025-06-10', 9502528, 14, 17),
('2025-09-03', 1306247, 5, 12),
('2023-02-18', 1507330, 3, 27),
('2025-07-27', 5572352, 10, 23),
('2024-04-17', 8395169, 16, 21),
('2025-05-07', 8680261, 19, 8),
('2022-08-26', 1971201, 8, 12),
('2023-07-30', 8190327, 6, 6),
('2024-06-13', 5159424, 12, 26),
('2024-01-08', 8880522, 16, 8),
('2023-11-19', 1748193, 20, 1),
('2024-11-22', 6458088, 9, 14),
('2022-07-03', 9051857, 10, 13),
('2024-07-08', 2160559, 4, 10),
('2022-05-14', 4304203, 14, 6),
('2024-11-05', 2327931, 18, 27),
('2022-03-14', 9122961, 16, 13),
('2023-03-04', 5934468, 4, 3),
('2024-08-14', 8087114, 10, 4),
('2025-06-10', 2996973, 1, 4),
('2025-06-05', 542504, 8, 27),
('2024-02-13', 2094200, 18, 17),
('2023-06-10', 1085132, 20, 7),
('2025-07-03', 4941495, 15, 2),
('2025-08-28', 4085312, 10, 26),
('2024-12-12', 6797289, 11, 16),
('2023-02-28', 3288356, 7, 15),
('2025-03-02', 3697456, 13, 1),
('2025-04-18', 809978, 12, 23),
('2022-05-19', 6869933, 10, 6),
('2022-12-03', 1310851, 19, 2),
('2025-04-01', 6576844, 10, 4),
('2025-12-19', 2620739, 7, 16),
('2025-09-12', 5877126, 16, 12),
('2023-09-24', 2787605, 13, 20),
('2023-02-15', 2480238, 18, 26),
('2025-02-10', 5774194, 6, 27),
('2024-05-23', 2671167, 17, 9),
('2023-12-30', 9841312, 20, 22),
('2024-10-23', 7328626, 2, 24),
('2025-06-28', 5433978, 19, 30),
('2025-02-18', 9467246, 5, 4),
('2022-11-30', 6081234, 7, 2),
('2023-04-04', 7471284, 10, 23),
('2025-07-26', 6957818, 20, 1),
('2025-03-13', 2491905, 17, 30),
('2022-03-27', 5115930, 17, 1),
('2022-03-24', 1983136, 10, 18),
('2022-05-25', 2164625, 14, 15),
('2025-10-23', 5493131, 10, 13),
('2023-12-16', 9589598, 9, 1),
('2022-05-25', 2156705, 17, 14),
('2024-06-24', 8234575, 2, 23),
('2022-01-24', 9202180, 18, 8),
('2022-06-03', 8236203, 13, 7),
('2025-05-21', 6281706, 2, 20),
('2023-10-02', 6971686, 15, 2),
('2022-12-27', 6446055, 18, 16),
('2025-11-11', 8048889, 3, 27),
('2025-01-31', 4218348, 14, 23),
('2023-06-23', 5521043, 11, 3),
('2025-01-17', 2085663, 7, 3),
('2022-10-31', 3326088, 3, 25),
('2023-05-05', 3960498, 1, 21),
('2025-09-28', 7997391, 20, 21),
('2022-09-25', 7682173, 1, 10),
('2022-07-17', 4818491, 1, 27),
('2022-03-26', 2407163, 11, 15),
('2024-12-21', 3858963, 13, 2),
('2022-11-22', 2505792, 2, 17),
('2022-05-09', 1632995, 19, 16),
('2025-08-23', 6109453, 17, 2),
('2022-08-04', 2426726, 12, 21),
('2023-05-14', 6291163, 12, 23),
('2023-12-25', 2173528, 5, 22),
('2022-03-09', 4180773, 9, 3),
('2023-10-06', 8453291, 16, 13),
('2024-05-11', 6959736, 6, 26),
('2022-11-15', 5897811, 11, 25),
('2023-01-27', 8753709, 8, 29),
('2024-04-27', 5105414, 10, 28),
('2022-05-24', 2398698, 6, 17),
('2022-01-12', 3090243, 2, 16),
('2024-06-25', 3944445, 7, 19),
('2025-05-21', 3960449, 18, 3),
('2024-10-15', 4114213, 8, 11),
('2024-11-12', 9730995, 8, 14),
('2022-05-14', 4612857, 4, 2),
('2022-10-21', 1958452, 19, 20),
('2023-05-18', 4157842, 8, 25),
('2025-12-15', 9114801, 3, 28),
('2022-12-23', 8236092, 16, 26),
('2023-08-10', 7945114, 7, 26),
('2022-02-21', 1534532, 13, 25),
('2025-06-16', 2679758, 12, 14),
('2025-08-16', 4693969, 2, 10),
('2022-04-13', 6575461, 15, 15),
('2023-05-15', 6125069, 14, 8),
('2022-08-10', 4455725, 13, 26),
('2022-04-01', 9616015, 9, 5),
('2024-07-20', 3250337, 13, 3),
('2024-04-23', 5487392, 4, 23),
('2024-09-10', 4990097, 1, 14),
('2024-05-24', 9203682, 6, 19),
('2023-04-26', 9893513, 12, 28),
('2025-03-04', 2349688, 18, 30),
('2025-04-16', 4367001, 2, 26),
('2024-03-15', 9462869, 18, 5),
('2024-03-15', 9706383, 11, 20),
('2025-11-06', 5440544, 14, 28),
('2024-06-26', 954068, 17, 21),
('2025-07-23', 2951503, 10, 30),
('2022-04-30', 1537056, 20, 24),
('2024-02-18', 1293077, 6, 18),
('2022-07-17', 1992827, 12, 26),
('2022-04-29', 6942017, 9, 21),
('2022-10-16', 6646747, 10, 18),
('2024-06-30', 6783495, 14, 10),
('2024-07-13', 2511414, 19, 13),
('2022-01-30', 4386663, 20, 16),
('2024-01-05', 1928908, 7, 29),
('2022-06-12', 2789536, 8, 25),
('2022-08-11', 8669380, 2, 14),
('2025-02-25', 3661738, 20, 4),
('2022-06-11', 8602930, 8, 7),
('2022-08-25', 4007017, 2, 9),
('2023-03-09', 2722119, 15, 4),
('2025-05-01', 8423696, 3, 25),
('2022-11-10', 8663614, 15, 22),
('2022-06-16', 7250629, 17, 28),
('2022-06-19', 6004190, 12, 21),
('2022-06-09', 1950863, 1, 13),
('2024-10-21', 7413593, 17, 10),
('2023-07-09', 4032507, 14, 4),
('2023-03-11', 3193499, 18, 3),
('2023-04-19', 2774468, 14, 26),
('2023-06-05', 7331399, 12, 8),
('2024-06-12', 4247837, 12, 15),
('2022-10-04', 7352482, 13, 13),
('2024-02-04', 2686704, 16, 10),
('2023-10-29', 4769960, 8, 14),
('2023-03-02', 2935877, 3, 4),
('2024-08-13', 4544286, 18, 12),
('2023-01-30', 5948742, 15, 7),
('2024-05-20', 4769720, 5, 5),
('2022-12-17', 9558768, 11, 7),
('2022-03-04', 7097808, 5, 7),
('2022-02-17', 2678309, 12, 6),
('2025-11-28', 1398910, 15, 25),
('2025-08-28', 8366003, 12, 26),
('2022-01-01', 3873040, 5, 7),
('2025-08-10', 3671094, 18, 20),
('2023-12-27', 3029237, 12, 4),
('2023-05-30', 6873372, 5, 27),
('2022-03-07', 7155939, 18, 6),
('2022-10-09', 5350912, 14, 23),
('2023-04-25', 3331130, 8, 15),
('2025-01-06', 7324176, 12, 1),
('2023-01-01', 9635859, 5, 22),
('2024-03-30', 9814877, 10, 11),
('2025-10-26', 6912577, 19, 24),
('2025-10-25', 6008340, 12, 22),
('2023-11-04', 1209715, 4, 18),
('2024-09-10', 2855510, 2, 25),
('2024-02-16', 5372779, 18, 9),
('2022-10-23', 6454927, 2, 3),
('2023-08-31', 4198293, 6, 22),
('2022-09-15', 2696338, 17, 12),
('2023-12-23', 9272235, 1, 10),
('2023-10-19', 6119847, 5, 22),
('2022-12-23', 4173101, 17, 30),
('2025-03-29', 2160965, 20, 3),
('2023-06-11', 3559657, 12, 26),
('2023-10-16', 1864278, 1, 5),
('2023-04-24', 2967061, 19, 22),
('2022-03-20', 6724273, 3, 27),
('2025-12-26', 939848, 12, 25),
('2022-05-12', 6459484, 14, 27),
('2024-03-22', 4980449, 13, 6),
('2023-07-01', 6110025, 13, 29),
('2023-03-26', 5724516, 7, 16),
('2022-12-19', 2133098, 19, 18),
('2025-01-21', 4676413, 19, 20),
('2023-08-19', 8758111, 11, 8),
('2024-09-28', 1907936, 1, 4),
('2022-02-28', 7151897, 13, 14),
('2023-10-29', 2220240, 8, 18),
('2023-06-05', 2960267, 15, 9),
('2024-08-02', 5612842, 12, 8),
('2022-04-23', 9989370, 17, 26),
('2025-09-26', 589063, 17, 14),
('2022-07-05', 4901877, 2, 8),
('2023-09-19', 9090394, 11, 8),
('2023-01-05', 7212700, 13, 22),
('2024-02-03', 4068335, 17, 6),
('2023-10-12', 3020483, 1, 9),
('2023-05-13', 560221, 5, 22),
('2025-12-11', 5170885, 8, 12),
('2025-01-07', 3565748, 8, 23),
('2023-12-18', 4369059, 11, 5),
('2023-09-09', 5270773, 4, 5),
('2022-09-03', 2075845, 14, 15),
('2023-10-01', 3408463, 10, 27),
('2023-04-26', 3928739, 19, 8),
('2023-06-13', 4889189, 11, 7),
('2022-11-26', 4553852, 9, 10),
('2024-01-07', 9750401, 11, 21),
('2024-04-08', 1271728, 6, 11),
('2024-06-05', 6270624, 11, 24),
('2023-11-15', 5122004, 10, 15),
('2025-11-19', 6586061, 13, 15),
('2024-01-13', 5278186, 10, 24),
('2023-01-30', 1388457, 11, 5),
('2025-02-23', 9730345, 6, 25),
('2022-09-24', 2632703, 2, 20),
('2025-05-27', 7767123, 2, 26),
('2024-01-02', 4150989, 5, 26),
('2023-03-28', 6057539, 16, 24),
('2023-06-15', 4718638, 10, 6),
('2022-07-21', 9165944, 12, 4),
('2022-03-29', 3172096, 19, 17),
('2024-06-20', 5664003, 4, 21),
('2025-01-01', 1504801, 7, 8),
('2024-11-04', 4548045, 8, 19),
('2023-05-25', 7045046, 11, 9),
('2025-12-17', 1846698, 1, 11),
('2023-02-25', 8146954, 5, 28),
('2023-03-01', 8100184, 19, 23),
('2025-03-26', 1107808, 7, 13),
('2024-03-29', 2428323, 8, 2),
('2024-09-19', 957575, 11, 4),
('2025-07-16', 6675182, 4, 13),
('2023-07-14', 2396497, 8, 20),
('2022-02-21', 2108733, 13, 28),
('2024-11-01', 7981924, 20, 7),
('2024-10-31', 5742350, 1, 8),
('2022-09-02', 6300813, 4, 19),
('2023-09-16', 3756220, 15, 7),
('2022-12-05', 7837912, 19, 9),
('2025-07-12', 8183880, 12, 9),
('2022-04-08', 5085866, 17, 25),
('2024-10-07', 3085822, 16, 8),
('2023-05-05', 6195364, 13, 7),
('2022-05-03', 8727887, 7, 5),
('2023-08-01', 7792634, 3, 11),
('2024-10-08', 4577717, 1, 3),
('2023-08-27', 9975091, 10, 7),
('2025-04-18', 9735193, 8, 18),
('2022-05-08', 3398264, 14, 23),
('2024-01-06', 5732741, 1, 28),
('2022-11-17', 5625503, 17, 7),
('2025-05-18', 8769349, 13, 25),
('2025-02-10', 1817227, 20, 27),
('2025-04-17', 5190118, 6, 8),
('2023-07-11', 4956322, 6, 12),
('2024-02-08', 7678617, 11, 12),
('2022-08-17', 9038483, 18, 24),
('2023-12-11', 4082192, 13, 8),
('2024-10-26', 2401602, 20, 14),
('2024-06-11', 9834634, 16, 22),
('2022-03-21', 9543802, 11, 26),
('2025-10-11', 7628265, 17, 18),
('2023-09-22', 4707456, 10, 10),
('2022-08-11', 3472394, 15, 28),
('2022-05-04', 8446907, 3, 29),
('2024-11-15', 1790528, 2, 19),
('2023-04-01', 5909886, 7, 6),
('2022-01-11', 2624781, 2, 26),
('2023-06-07', 9726177, 20, 21),
('2022-02-02', 6522489, 19, 20),
('2023-04-17', 2294897, 14, 4),
('2024-08-18', 6710148, 8, 25),
('2024-05-10', 9091743, 4, 30),
('2023-11-22', 1221767, 13, 1),
('2022-01-22', 1305333, 19, 2),
('2022-06-10', 3795973, 7, 18),
('2024-01-08', 2542861, 5, 11),
('2025-08-30', 5767021, 1, 26),
('2023-04-24', 3798206, 5, 19),
('2024-08-02', 8121175, 18, 12),
('2024-02-20', 7702724, 14, 25),
('2022-04-13', 8638122, 12, 16),
('2024-06-01', 586151, 18, 13),
('2025-08-23', 1486988, 7, 9),
('2024-01-16', 4570462, 4, 7),
('2022-05-13', 7263297, 2, 19),
('2023-08-12', 6247365, 12, 28),
('2024-07-13', 4081466, 1, 24),
('2024-06-21', 4143841, 16, 7),
('2025-09-07', 3645340, 9, 14),
('2024-06-14', 9113378, 20, 18),
('2023-04-30', 4885097, 7, 6),
('2023-05-08', 5955558, 17, 10),
('2024-03-24', 6249198, 18, 12),
('2022-07-30', 2364743, 7, 18),
('2023-03-14', 2280962, 19, 13),
('2024-12-09', 7216906, 20, 22),
('2023-08-05', 5069750, 17, 14),
('2024-01-22', 9598441, 7, 1),
('2024-03-20', 1290558, 6, 27),
('2023-09-24', 2406123, 12, 5),
('2023-03-22', 7472252, 7, 25),
('2022-10-19', 8652123, 3, 3),
('2025-06-23', 8278852, 12, 11),
('2022-10-04', 6218282, 10, 12),
('2024-04-07', 8943212, 11, 4),
('2023-05-03', 8202204, 18, 15),
('2024-06-01', 1691640, 1, 9),
('2024-01-27', 8972426, 14, 18),
('2025-03-07', 6747897, 20, 13),
('2025-09-18', 7980602, 2, 9),
('2022-09-01', 9365876, 7, 29),
('2022-05-07', 6534132, 18, 24),
('2024-11-18', 8078047, 7, 9),
('2023-09-08', 8386179, 18, 30),
('2022-04-01', 9780655, 6, 29),
('2025-12-26', 6465310, 6, 24),
('2025-06-15', 547438, 4, 12),
('2025-05-15', 6328361, 19, 29),
('2023-11-18', 7005971, 15, 18),
('2025-06-05', 9761793, 17, 15),
('2022-10-21', 1102380, 5, 12),
('2025-03-31', 2096642, 17, 24),
('2024-06-12', 9039014, 19, 16),
('2022-08-25', 5919216, 7, 8),
('2023-10-06', 756900, 4, 18),
('2023-02-04', 8785734, 20, 4),
('2022-01-30', 8293742, 9, 14),
('2024-02-09', 3980335, 2, 23),
('2023-02-23', 1774097, 20, 26),
('2023-01-30', 4929012, 9, 28),
('2023-07-11', 9796254, 18, 18),
('2024-02-05', 9967657, 7, 11),
('2023-09-04', 5517993, 11, 15),
('2025-02-24', 2442994, 4, 20),
('2024-03-04', 2565130, 5, 30),
('2024-07-18', 7038271, 16, 28),
('2022-04-12', 9045346, 1, 2),
('2025-02-26', 4917007, 16, 1),
('2022-11-12', 1212372, 3, 28),
('2023-11-12', 9476961, 11, 18),
('2023-07-31', 7682412, 3, 21),
('2024-10-15', 4360182, 12, 20),
('2024-08-30', 8712306, 8, 6),
('2022-07-09', 2047695, 15, 19),
('2023-10-24', 5670064, 6, 21),
('2023-10-06', 8421424, 11, 11),
('2024-02-29', 656264, 5, 16),
('2024-11-05', 810239, 10, 17),
('2024-03-04', 5625995, 17, 27),
('2025-07-20', 9230449, 19, 12),
('2022-07-17', 8433659, 12, 16),
('2025-03-04', 2629650, 12, 6),
('2025-09-08', 9161889, 17, 28),
('2025-02-11', 8007813, 19, 14),
('2025-11-06', 8830430, 7, 29),
('2024-10-10', 8406469, 2, 13),
('2022-07-02', 8332133, 10, 24),
('2024-04-12', 1409231, 1, 5),
('2022-10-12', 5917549, 7, 2),
('2025-06-10', 6427553, 10, 14),
('2023-07-29', 1214631, 9, 28),
('2022-10-27', 3927376, 13, 8),
('2025-07-06', 3979894, 10, 19),
('2022-07-24', 2480864, 12, 15),
('2022-12-25', 8173550, 3, 28),
('2025-03-30', 7934018, 19, 24),
('2022-06-20', 5676068, 9, 14),
('2024-04-13', 4928113, 17, 9),
('2024-05-07', 3865167, 14, 28),
('2023-01-01', 3910515, 12, 2),
('2024-01-26', 8579792, 5, 6),
('2023-03-29', 741710, 16, 8),
('2022-05-28', 9039409, 8, 4),
